employment_type,age,credit_score,monthly_income,loan_amount,previous_defaults,account_age,loan_enquiries,housing_type,total_expenditure,other_fixed_expenses,gross_revenue,expected_margin,business_rent,utilities_salaries,business_age,gst_registered,business_type,loan_purpose,credit_utilization,payment_history_length,savings_ratio,employment_stability,income_volatility,disposable_income_ratio,dti_ratio,loan_to_income,foir,dscr,expense_to_revenue,rental_burden,defaulted
salaried,46,687,15000,106365,0,0.5,0,owned,8344,3363,0,0.0,0,0,0.0,0,none,home,0.078,5,0.281,1.2,0.244,0.2195,0.5563,0.5909,0.7805,16.9229,0.0,0.0,0
salaried,27,748,48740,737166,0,2.6,6,owned,34643,3506,0,0.0,0,0,0.0,0,none,home,0.55,45,0.219,4.7,0.081,0.2173,0.7108,1.2604,0.7827,7.9342,0.0,0.0,1
self_employed,29,568,9050,141099,0,6.3,0,rent,3034,1766,50000,18.1,7773,9177,1.8,0,manufacturing,business,0.624,69,0.519,1.8,0.248,0.4696,0.3352,1.2993,0.5304,7.6967,0.339,0.1555,0
salaried,45,666,42457,200031,0,5.8,3,rent,18420,7362,0,0.0,0,0,0.0,0,none,vehicle,0.765,66,0.387,9.6,0.121,0.3928,0.4339,0.3926,0.6072,25.4703,0.0,0.1058,0
salaried,22,802,20101,111147,0,0.5,1,rent,12416,3167,0,0.0,0,0,0.0,0,none,personal,0.303,4,0.189,2.0,0.071,0.2248,0.6177,0.4608,0.7752,21.7021,0.0,0.0969,1
self_employed,52,758,9700,97268,3,1.3,1,rent,3054,1031,65540,14.8,12642,8100,0.5,0,trading,personal,0.752,8,0.554,0.5,0.549,0.5789,0.3148,0.8356,0.4211,11.9669,0.3165,0.1929,1
salaried,46,520,24358,243674,0,3.1,1,owned,11906,5356,0,0.0,0,0,0.0,0,none,business,0.445,36,0.395,6.9,0.199,0.2913,0.4888,0.8337,0.7087,11.9954,0.0,0.0,0
self_employed,40,764,17818,97018,1,7.1,4,owned,11743,3259,176412,10.1,18982,49128,1.2,1,trading,education,0.405,81,0.198,1.2,0.529,0.158,0.6591,0.4537,0.842,22.0388,0.3861,0.1076,0
salaried,35,750,52576,860125,0,2.5,4,rent,17303,13035,0,0.0,0,0,0.0,0,none,home,0.196,28,0.428,0.4,0.168,0.423,0.3291,1.3633,0.577,7.3351,0.0,0.0923,0
salaried,34,757,34179,317288,3,2.5,0,owned,22421,4097,0,0.0,0,0,0.0,0,none,vehicle,0.33,33,0.181,0.6,0.207,0.2241,0.656,0.7736,0.7759,12.9267,0.0,0.0,0
self_employed,21,628,34185,452696,0,1.0,1,owned,12520,3916,85892,39.8,17055,17092,0.5,1,service,business,0.285,14,0.554,0.5,0.6,0.5192,0.3662,1.1035,0.4808,9.0617,0.3976,0.1986,1
salaried,23,791,20828,395948,0,0.9,0,rent,13194,2069,0,0.0,0,0,0.0,0,none,vehicle,0.544,21,0.245,3.0,0.304,0.2672,0.6335,1.5842,0.7328,6.3123,0.0,0.1336,1
self_employed,37,603,32740,550829,0,2.6,9,owned,21165,6027,120812,27.1,17535,24131,1.4,1,manufacturing,education,0.183,35,0.118,1.4,0.567,0.1695,0.6465,1.402,0.8305,7.1325,0.3449,0.1451,0
self_employed,36,667,31676,469266,0,8.8,1,rent,15263,2451,204362,15.5,13412,37982,2.9,1,manufacturing,personal,0.788,114,0.486,2.9,0.568,0.4408,0.4818,1.2345,0.5592,8.1001,0.2515,0.0656,0
salaried,47,640,61798,994241,2,12.3,1,owned,40720,7501,0,0.0,0,0,0.0,0,none,gold,0.367,147,0.266,0.9,0.166,0.2197,0.6589,1.3407,0.7803,7.4587,0.0,0.0,0
salaried,22,862,33478,166372,0,0.5,2,owned,20677,7115,0,0.0,0,0,0.0,0,none,home,0.112,3,0.178,0.8,0.265,0.1698,0.6176,0.4141,0.8302,24.1469,0.0,0.0,0
salaried,32,644,47461,581198,1,0.9,2,owned,20677,11057,0,0.0,0,0,0.0,0,none,home,0.466,13,0.35,1.9,0.053,0.3314,0.4357,1.0205,0.6686,9.7993,0.0,0.0,0
salaried,33,624,32302,348695,0,4.3,3,owned,19699,5655,0,0.0,0,0,0.0,0,none,vehicle,0.382,52,0.209,6.1,0.167,0.2151,0.6098,0.8996,0.7849,11.1164,0.0,0.0,0
salaried,42,695,59145,591342,0,2.9,1,rent,28358,12579,0,0.0,0,0,0.0,0,none,personal,0.503,35,0.298,3.5,0.324,0.3079,0.4795,0.8332,0.6921,12.0022,0.0,0.0204,0
salaried,33,631,28153,555629,0,11.2,4,rent,12370,1711,0,0.0,0,0,0.0,0,none,business,0.636,148,0.484,1.6,0.067,0.4998,0.4394,1.6447,0.5002,6.0802,0.0,0.1288,0
salaried,28,676,32522,805920,0,8.0,3,owned,12773,3269,0,0.0,0,0,0.0,0,none,business,0.558,89,0.467,1.7,0.223,0.5067,0.3927,2.0651,0.4933,4.8425,0.0,0.0,0
self_employed,33,620,5596,61853,0,5.9,1,owned,2441,816,68250,8.2,11641,11431,2.2,1,trading,education,0.523,75,0.376,2.2,0.391,0.418,0.4362,0.9211,0.582,10.8567,0.3381,0.1706,0
salaried,44,636,46249,680536,0,5.9,0,owned,23471,7760,0,0.0,0,0,0.0,0,none,education,0.627,78,0.345,1.3,0.252,0.3247,0.5075,1.2262,0.6753,8.1552,0.0,0.0,0
self_employed,29,626,13604,308374,1,5.5,2,rent,5762,696,129563,10.5,19156,43152,8.3,1,trading,business,0.635,72,0.519,8.3,0.544,0.5253,0.4236,1.889,0.4747,5.2938,0.4809,0.1479,1
salaried,31,571,46222,279662,0,2.5,3,owned,21155,5106,0,0.0,0,0,0.0,0,none,vehicle,0.795,22,0.289,2.9,0.386,0.4319,0.4577,0.5042,0.5681,19.8334,0.0,0.0,0
salaried,25,787,40767,785286,0,2.3,1,owned,26137,2875,0,0.0,0,0,0.0,0,none,education,0.433,35,0.247,4.3,0.279,0.2883,0.6411,1.6052,0.7117,6.2296,0.0,0.0,1
salaried,46,642,67889,939492,4,6.4,0,rent,31270,5937,0,0.0,0,0,0.0,0,none,home,0.652,72,0.479,1.1,0.174,0.4519,0.4606,1.1532,0.5481,8.6714,0.0,0.1379,0
self_employed,21,742,26470,276556,0,1.0,0,owned,12356,3107,117646,22.5,6132,25371,0.5,1,manufacturing,home,0.275,14,0.425,0.5,0.201,0.4158,0.4668,0.8707,0.5842,11.4856,0.2678,0.0521,0
salaried,42,559,64623,2013616,0,0.5,6,rent,40548,12459,0,0.0,0,0,0.0,0,none,vehicle,0.982,1,0.172,1.3,0.227,0.1798,0.6275,2.5966,0.8202,3.8512,0.0,0.0908,1
salaried,36,757,26721,221356,0,2.2,2,rent,17804,4600,0,0.0,0,0,0.0,0,none,education,0.028,33,0.172,4.3,0.135,0.1616,0.6663,0.6903,0.8384,14.4858,0.0,0.0812,1
salaried,40,738,25313,238537,1,3.4,4,rent,11258,1471,0,0.0,0,0,0.0,0,none,vehicle,0.138,56,0.556,2.9,0.149,0.4971,0.4448,0.7853,0.5029,12.7341,0.0,0.0278,0
self_employed,49,671,19423,395058,0,4.1,1,owned,8961,3435,211120,9.2,15459,34450,5.6,1,trading,vehicle,0.597,50,0.321,5.6,0.346,0.3618,0.4614,1.695,0.6382,5.8998,0.2364,0.0732,0
salaried,25,716,61213,2167788,0,3.6,1,rent,26732,5501,0,0.0,0,0,0.0,0,none,business,0.397,38,0.436,0.7,0.368,0.4734,0.4367,2.9512,0.5266,3.3885,0.0,0.1385,0
salaried,28,713,19891,290646,0,2.4,6,owned,11831,1767,0,0.0,0,0,0.0,0,none,business,0.172,33,0.17,2.7,0.09,0.3164,0.5948,1.2177,0.6836,8.2125,0.0,0.0,0
salaried,36,725,122139,1233588,0,5.3,0,owned,55227,13772,0,0.0,0,0,0.0,0,none,gold,0.202,65,0.495,1.0,0.132,0.4351,0.4522,0.8417,0.5649,11.8813,0.0,0.0,0
salaried,41,651,392429,2142377,0,3.6,0,owned,266029,73733,0,0.0,0,0,0.0,0,none,home,0.77,39,0.214,4.7,0.042,0.1342,0.6779,0.4549,0.8658,21.9809,0.0,0.0,0
self_employed,33,669,52342,317365,1,1.2,0,rent,30115,4574,209366,25.0,40700,41069,1.9,0,service,business,0.555,23,0.304,1.9,0.134,0.3373,0.5754,0.5053,0.6627,19.7912,0.3906,0.1944,0
self_employed,28,681,11597,64637,0,1.1,0,owned,7488,1023,110449,10.5,10220,22482,1.3,0,trading,vehicle,0.511,12,0.257,1.3,0.448,0.2661,0.6457,0.4645,0.7339,21.5301,0.2961,0.0925,1
self_employed,38,706,22085,349718,0,3.8,3,rent,8626,2494,94382,23.4,10697,13916,17.0,1,manufacturing,gold,0.304,33,0.519,17.0,0.6,0.4965,0.3906,1.3196,0.5035,7.5781,0.2608,0.1133,0
salaried,39,776,38497,1138497,0,1.2,0,rent,24871,3272,0,0.0,0,0,0.0,0,none,personal,0.067,10,0.325,4.8,0.045,0.269,0.6461,2.4645,0.731,4.0577,0.0,0.1134,0
salaried,25,603,81553,373214,0,5.0,4,owned,44189,16525,0,0.0,0,0,0.0,0,none,home,0.509,58,0.27,0.9,0.215,0.2555,0.5418,0.3814,0.7445,26.2218,0.0,0.0,0
self_employed,38,699,31791,673087,1,4.9,1,rent,11845,4408,178602,17.8,26672,48349,0.5,1,manufacturing,vehicle,0.381,49,0.557,0.5,0.468,0.4888,0.3726,1.7644,0.5112,5.6678,0.42,0.1493,0
salaried,36,754,26803,260718,3,14.6,2,owned,10957,1444,0,0.0,0,0,0.0,0,none,business,0.131,168,0.526,4.9,0.274,0.5373,0.4088,0.8106,0.4627,12.3365,0.0,0.0,0
self_employed,43,743,15091,339095,1,0.5,2,rent,7887,2073,123697,12.2,11623,33384,2.6,1,manufacturing,business,0.851,8,0.302,2.6,0.453,0.34,0.5226,1.8725,0.66,5.3405,0.3638,0.094,1
salaried,29,836,122140,2689772,3,1.4,0,rent,74125,25845,0,0.0,0,0,0.0,0,none,business,0.014,20,0.207,3.3,0.337,0.1815,0.6069,1.8352,0.8185,5.4491,0.0,0.0615,0
salaried,40,768,21874,185461,3,2.7,8,owned,16382,1625,0,0.0,0,0,0.0,0,none,personal,0.248,41,0.157,1.5,0.137,0.1768,0.7489,0.7066,0.8232,14.1533,0.0,0.0,1
salaried,39,718,53242,1338990,2,2.2,0,owned,32243,7213,0,0.0,0,0,0.0,0,none,home,0.301,23,0.219,1.3,0.152,0.2589,0.6056,2.0958,0.7411,4.7715,0.0,0.0,0
salaried,29,674,35354,432055,4,2.2,0,rent,22786,5189,0,0.0,0,0,0.0,0,none,home,0.821,23,0.229,0.8,0.207,0.2087,0.6445,1.0184,0.7913,9.8193,0.0,0.1229,1
self_employed,21,687,25673,243651,0,1.0,0,owned,12243,2866,89143,28.8,5756,27334,2.7,0,service,vehicle,0.477,12,0.409,2.7,0.6,0.4115,0.4769,0.7909,0.5885,12.6442,0.3712,0.0646,0
self_employed,23,747,8238,135295,0,3.0,0,rent,5369,664,79216,10.4,11612,8975,0.6,1,trading,business,0.39,40,0.24,0.6,0.6,0.2677,0.6517,1.3686,0.7323,7.3067,0.2599,0.1466,1
self_employed,28,818,8258,60991,0,5.0,1,owned,4136,998,58569,14.1,3872,17599,1.1,0,trading,education,0.233,56,0.448,1.1,0.4,0.3783,0.5008,0.6155,0.6217,16.2476,0.3666,0.0661,0
self_employed,38,606,16486,161270,0,2.4,1,rent,6941,1940,179191,9.2,35188,25062,6.8,1,trading,gold,0.393,31,0.395,6.8,0.6,0.4613,0.421,0.8152,0.5387,12.2671,0.3362,0.1964,0
self_employed,45,703,31395,481893,0,11.9,1,owned,17397,3215,301876,10.4,35905,83130,2.2,1,trading,education,0.207,145,0.309,2.2,0.526,0.3435,0.5541,1.2791,0.6565,7.8179,0.3943,0.1189,0
self_employed,33,610,35664,418002,0,4.0,0,rent,15193,5746,103374,34.5,19250,29132,2.4,0,service,business,0.61,53,0.464,2.4,0.479,0.4129,0.426,0.9767,0.5871,10.2384,0.468,0.1862,0
salaried,39,711,62328,1151518,0,0.8,0,rent,34240,6897,0,0.0,0,0,0.0,0,none,home,0.622,8,0.369,11.0,0.043,0.34,0.5494,1.5396,0.66,6.4952,0.0,0.1165,0
salaried,33,837,65245,1020365,0,1.0,2,owned,36863,12735,0,0.0,0,0,0.0,0,none,education,0.117,25,0.22,1.5,0.037,0.2398,0.565,1.3032,0.7602,7.6731,0.0,0.0,0
salaried,37,715,19390,253919,0,0.5,2,owned,8914,1417,0,0.0,0,0,0.0,0,none,business,0.197,8,0.454,3.8,0.286,0.4672,0.4597,1.0913,0.5328,9.1636,0.0,0.0,0
salaried,37,723,36615,458723,0,5.5,2,owned,16584,7322,0,0.0,0,0,0.0,0,none,personal,0.634,62,0.368,3.3,0.302,0.3471,0.4529,1.044,0.6529,9.5783,0.0,0.0,0
self_employed,36,708,12263,53955,1,0.5,1,owned,5010,1657,66289,18.5,11257,17401,0.5,1,manufacturing,gold,0.73,13,0.495,0.5,0.307,0.4563,0.4085,0.3667,0.5437,27.2738,0.4323,0.1698,1
salaried,21,741,43044,448345,1,1.0,6,owned,26009,8437,0,0.0,0,0,0.0,0,none,education,0.353,13,0.267,0.3,0.245,0.1997,0.6042,0.868,0.8003,11.5208,0.0,0.0,0
self_employed,25,808,19274,260569,0,0.5,0,owned,9815,2475,139665,13.8,14034,43610,7.5,1,trading,vehicle,0.198,7,0.334,7.5,0.434,0.3624,0.5092,1.1266,0.6376,8.8763,0.4127,0.1005,0
self_employed,41,704,36492,643895,1,5.0,5,owned,22151,1988,165123,22.1,20057,40610,5.9,1,service,business,0.342,60,0.367,5.9,0.402,0.3385,0.607,1.4704,0.6615,6.8009,0.3674,0.1215,0
salaried,34,688,35590,685968,1,1.8,3,rent,15674,8521,0,0.0,0,0,0.0,0,none,vehicle,0.55,22,0.386,6.7,0.082,0.3202,0.4404,1.6062,0.6798,6.2259,0.0,0.0519,0
salaried,37,743,48089,792051,3,9.9,3,owned,18849,6138,0,0.0,0,0,0.0,0,none,home,0.608,112,0.505,16.1,0.112,0.4804,0.392,1.3725,0.5196,7.2857,0.0,0.0,0
salaried,36,683,61711,1326707,0,3.9,2,owned,32595,14927,0,0.0,0,0,0.0,0,none,home,0.427,48,0.158,1.6,0.227,0.2299,0.5282,1.7916,0.7701,5.5817,0.0,0.0,0
salaried,35,791,23924,311148,0,0.5,1,owned,9967,1730,0,0.0,0,0,0.0,0,none,personal,0.407,1,0.571,1.6,0.175,0.5111,0.4166,1.0838,0.4889,9.2267,0.0,0.0,0
salaried,31,809,15000,515945,0,0.5,1,rent,7877,1269,0,0.0,0,0,0.0,0,none,home,0.241,4,0.408,1.3,0.228,0.3903,0.5251,2.8664,0.6097,3.4887,0.0,0.1237,0
salaried,33,703,67143,612299,0,0.5,1,rent,39662,15329,0,0.0,0,0,0.0,0,none,home,0.163,1,0.18,2.5,0.323,0.181,0.5907,0.7599,0.819,13.1589,0.0,0.0266,0
salaried,31,892,27155,595416,0,0.5,6,rent,12116,2145,0,0.0,0,0,0.0,0,none,education,0.509,6,0.463,3.3,0.118,0.4748,0.4462,1.8272,0.5252,5.4728,0.0,0.0846,0
salaried,35,519,66978,407965,1,4.0,5,rent,29083,4037,0,0.0,0,0,0.0,0,none,business,0.728,34,0.496,1.6,0.078,0.5055,0.4342,0.5076,0.4945,19.7011,0.0,0.1285,0
self_employed,33,713,38420,352512,0,0.6,2,owned,18717,5855,174638,22.0,23055,22301,0.5,1,manufacturing,home,0.729,1,0.289,0.5,0.522,0.3604,0.4872,0.7646,0.6396,13.0787,0.2597,0.132,0
self_employed,45,697,10050,58990,0,4.9,0,owned,3804,1153,50000,20.1,9702,6047,17.7,1,manufacturing,vehicle,0.264,55,0.485,17.7,0.6,0.5068,0.3785,0.4891,0.4932,20.4441,0.315,0.194,0
self_employed,40,782,89641,879241,1,1.2,1,rent,44017,13108,247628,36.2,46333,72282,0.5,0,service,vehicle,0.403,19,0.287,0.5,0.44,0.3627,0.491,0.8174,0.6373,12.2343,0.479,0.1871,0
self_employed,30,667,15682,161824,0,2.7,0,rent,4839,2029,104550,15.0,20267,31859,4.5,0,trading,business,0.756,31,0.511,4.5,0.094,0.562,0.3086,0.8599,0.438,11.6289,0.4986,0.1938,0
self_employed,38,778,16420,338737,1,12.1,0,rent,5003,1538,141555,11.6,23035,31819,1.1,1,trading,education,0.356,145,0.6,1.1,0.427,0.6016,0.3047,1.7191,0.3984,5.8169,0.3875,0.1627,0
salaried,36,631,46472,370879,1,5.1,0,owned,30432,8724,0,0.0,0,0,0.0,0,none,vehicle,0.861,59,0.18,0.1,0.222,0.1574,0.6548,0.6651,0.8426,15.0363,0.0,0.0,0
self_employed,34,699,9617,98599,0,3.8,2,rent,6266,565,58282,16.5,11438,17668,3.3,1,manufacturing,personal,0.217,34,0.316,3.3,0.431,0.2897,0.6516,0.8544,0.7103,11.7044,0.4994,0.1963,0
salaried,47,801,26067,254040,1,2.1,1,rent,16323,6141,0,0.0,0,0,0.0,0,none,education,0.382,28,0.148,7.2,0.079,0.1382,0.6262,0.8121,0.8618,12.3132,0.0,0.1461,0
self_employed,38,740,34565,755012,1,2.5,2,owned,16729,5388,159287,21.7,24745,20281,0.5,1,manufacturing,education,0.578,38,0.392,0.5,0.165,0.3601,0.484,1.8203,0.6399,5.4937,0.2827,0.1553,0
self_employed,32,530,9270,104610,0,1.2,0,owned,5355,1129,64824,14.3,5451,9496,0.5,0,trading,education,0.653,14,0.304,0.5,0.358,0.3005,0.5777,0.9404,0.6995,10.6338,0.2306,0.0841,0
salaried,41,680,22525,279344,2,2.6,1,rent,13643,5458,0,0.0,0,0,0.0,0,none,vehicle,0.387,24,0.187,2.7,0.33,0.152,0.6057,1.0335,0.848,9.6762,0.0,0.0763,0
salaried,21,820,33629,1039731,1,0.5,0,rent,17935,8022,0,0.0,0,0,0.0,0,none,business,0.188,10,0.258,1.0,0.4,0.2281,0.5333,2.5765,0.7719,3.8813,0.0,0.018,1
self_employed,31,705,22088,88790,1,0.5,0,rent,7504,3609,109345,20.2,11154,16296,5.7,1,manufacturing,personal,0.61,20,0.565,5.7,0.326,0.4969,0.3397,0.335,0.5031,29.852,0.251,0.102,0
self_employed,33,598,9750,50000,0,0.5,1,rent,4458,1579,50000,19.5,4710,17299,3.0,1,service,home,0.901,16,0.374,3.0,0.486,0.3808,0.4572,0.4274,0.6192,23.4,0.4402,0.0942,0
self_employed,28,856,48431,497714,0,2.8,0,owned,29033,9511,239755,20.2,24160,33915,14.3,0,service,home,0.241,27,0.214,14.3,0.518,0.2041,0.5995,0.8564,0.7959,11.6768,0.2422,0.1008,0
salaried,34,654,112620,1798665,0,1.9,0,owned,58198,9903,0,0.0,0,0,0.0,0,none,business,0.444,28,0.395,0.4,0.086,0.3953,0.5168,1.3309,0.6047,7.5136,0.0,0.0,0
self_employed,43,607,6800,50011,0,3.7,0,rent,2195,816,50000,13.6,6837,6482,3.9,1,trading,gold,0.237,41,0.576,3.9,0.318,0.5572,0.3228,0.6129,0.4428,16.3164,0.2664,0.1367,0
self_employed,25,650,45797,836111,0,5.0,1,owned,26073,6022,226717,20.2,31022,55262,2.3,1,service,vehicle,0.093,59,0.282,2.3,0.6,0.2992,0.5693,1.5214,0.7008,6.5729,0.3806,0.1368,1
salaried,26,610,60927,645939,0,2.0,2,owned,32376,3586,0,0.0,0,0,0.0,0,none,education,0.397,24,0.399,0.5,0.251,0.4098,0.5314,0.8835,0.5902,11.3188,0.0,0.0,0
salaried,21,592,175294,3426172,0,1.0,4,rent,67809,43714,0,0.0,0,0,0.0,0,none,home,0.827,16,0.382,1.0,0.265,0.3638,0.3868,1.6288,0.6362,6.1396,0.0,0.0417,0
salaried,26,506,49610,266896,0,3.8,2,rent,20180,9302,0,0.0,0,0,0.0,0,none,business,0.69,48,0.432,1.1,0.082,0.4057,0.4068,0.4483,0.5943,22.3053,0.0,0.1386,0
salaried,36,697,47499,353691,0,1.1,0,rent,33281,6681,0,0.0,0,0,0.0,0,none,home,0.757,18,0.203,9.4,0.078,0.1587,0.7007,0.6205,0.8413,16.1154,0.0,0.12,0
self_employed,25,781,19783,274931,0,0.9,2,owned,12770,2443,144399,13.7,20826,22698,3.8,1,trading,personal,0.259,8,0.322,3.8,0.337,0.231,0.6455,1.1581,0.769,8.6347,0.3014,0.1442,0
self_employed,27,624,8611,86284,0,0.8,1,rent,5173,692,82010,10.5,15772,18707,2.1,1,trading,education,0.326,1,0.397,2.1,0.413,0.3189,0.6007,0.835,0.6811,11.9758,0.4204,0.1923,0
salaried,42,832,83658,1442097,0,0.7,0,owned,45896,10944,0,0.0,0,0,0.0,0,none,home,0.218,7,0.369,0.6,0.188,0.3206,0.5486,1.4365,0.6794,6.9614,0.0,0.0,0
self_employed,30,731,5380,50000,0,4.8,1,owned,2307,379,54345,9.9,10232,5715,1.0,1,trading,business,0.426,53,0.571,1.0,0.372,0.5007,0.4288,0.7745,0.4993,12.912,0.2934,0.1883,0
self_employed,40,739,7950,85427,0,0.5,1,owned,2926,925,50000,15.9,3625,16973,7.4,1,manufacturing,vehicle,0.385,4,0.545,7.4,0.587,0.5156,0.3681,0.8955,0.4844,11.1674,0.412,0.0725,0
salaried,25,742,15000,131422,1,5.0,0,owned,8241,2235,0,0.0,0,0,0.0,0,none,personal,0.609,70,0.256,5.0,0.26,0.3016,0.5494,0.7301,0.6984,13.6963,0.0,0.0,0
salaried,43,701,31730,195958,0,1.5,3,owned,22555,3965,0,0.0,0,0,0.0,0,none,personal,0.602,12,0.178,1.5,0.127,0.1642,0.7108,0.5146,0.8358,19.4307,0.0,0.0,0
self_employed,30,732,23525,249482,1,10.0,1,owned,15002,2258,118815,19.8,17467,18427,1.8,1,service,vehicle,0.203,128,0.234,1.8,0.6,0.2663,0.6377,0.8837,0.7337,11.3154,0.3021,0.147,0
salaried,29,675,27865,257833,0,2.3,1,owned,15038,3243,0,0.0,0,0,0.0,0,none,business,0.479,32,0.412,3.4,0.13,0.3439,0.5397,0.7711,0.6561,12.9689,0.0,0.0,0
salaried,36,600,81371,861010,0,11.1,9,rent,50943,16930,0,0.0,0,0,0.0,0,none,personal,0.268,140,0.101,0.1,0.277,0.1659,0.6261,0.8818,0.8341,11.3408,0.0,0.047,1
salaried,33,651,31519,224201,0,3.6,1,rent,19148,7643,0,0.0,0,0,0.0,0,none,education,0.907,47,0.138,0.7,0.089,0.15,0.6075,0.5928,0.85,16.87,0.0,0.0212,0
salaried,21,727,65287,853647,0,1.0,1,owned,33052,15067,0,0.0,0,0,0.0,0,none,personal,0.403,9,0.228,1.0,0.246,0.263,0.5063,1.0896,0.737,9.1776,0.0,0.0,0
self_employed,42,698,18771,328851,0,1.5,0,rent,9997,3042,118804,15.8,18396,38612,0.8,1,manufacturing,business,0.633,26,0.248,0.8,0.447,0.3054,0.5326,1.4599,0.6946,6.8497,0.4798,0.1548,0
self_employed,37,696,19963,128956,0,7.8,6,rent,13662,2573,115395,17.3,8386,28194,1.5,1,manufacturing,vehicle,0.251,98,0.271,1.5,0.39,0.1867,0.6844,0.5383,0.8133,18.5766,0.317,0.0727,0
salaried,34,679,16326,124469,0,3.2,3,rent,9501,3675,0,0.0,0,0,0.0,0,none,vehicle,0.785,35,0.193,2.5,0.225,0.1929,0.582,0.6353,0.8071,15.7398,0.0,0.0244,1
self_employed,39,598,40912,548970,1,3.1,5,owned,16036,4778,454576,9.0,28626,141963,1.7,1,trading,home,0.703,40,0.56,1.7,0.503,0.4912,0.392,1.1182,0.5088,8.943,0.3753,0.063,0
self_employed,26,686,24671,339701,1,6.0,1,owned,10750,2658,126516,19.5,16781,32184,2.8,1,service,vehicle,0.548,77,0.401,2.8,0.405,0.4565,0.4357,1.1474,0.5435,8.7151,0.387,0.1326,0
salaried,25,705,161396,1628240,0,3.6,0,owned,105030,39802,0,0.0,0,0,0.0,0,none,personal,0.593,41,0.186,0.1,0.152,0.1026,0.6508,0.8407,0.8974,11.8948,0.0,0.0,0
self_employed,31,759,19932,146810,0,0.5,0,rent,6500,3852,51240,38.9,6040,13818,0.5,0,service,business,0.737,1,0.523,0.5,0.499,0.4806,0.3261,0.6138,0.5194,16.2921,0.3875,0.1179,0
salaried,38,729,103673,1443058,0,4.5,0,rent,69622,13435,0,0.0,0,0,0.0,0,none,business,0.417,49,0.234,2.4,0.179,0.1989,0.6716,1.1599,0.8011,8.6211,0.0,0.045,0
self_employed,47,641,39150,316068,0,17.8,1,owned,15310,2302,144466,27.1,19166,43689,0.7,0,manufacturing,home,0.488,219,0.561,0.7,0.22,0.5501,0.3911,0.6728,0.4499,14.8639,0.4351,0.1327,0
self_employed,21,672,6938,96107,0,1.0,6,owned,3600,1371,61945,11.2,4624,12579,0.5,1,trading,personal,0.617,16,0.227,0.5,0.328,0.2835,0.5189,1.1544,0.7165,8.6628,0.2777,0.0746,1
salaried,32,734,59928,229293,0,12.0,4,rent,30435,5119,0,0.0,0,0,0.0,0,none,personal,0.807,154,0.396,2.0,0.094,0.4067,0.5079,0.3188,0.5933,31.3632,0.0,0.067,1
salaried,36,627,100201,3058660,0,4.2,1,owned,45994,8681,0,0.0,0,0,0.0,0,none,education,0.321,63,0.54,1.5,0.066,0.4543,0.459,2.5438,0.5457,3.9312,0.0,0.0,0
self_employed,40,695,31656,237585,0,1.5,0,owned,10003,2045,89424,35.4,14843,18371,1.5,1,service,business,0.337,9,0.572,1.5,0.483,0.6194,0.316,0.6254,0.3806,15.9889,0.3714,0.166,0
salaried,33,664,55996,1082299,0,1.4,0,owned,24331,9748,0,0.0,0,0,0.0,0,none,home,0.337,15,0.43,1.5,0.131,0.3914,0.4345,1.6107,0.6086,6.2086,0.0,0.0,0
salaried,26,710,40937,704053,0,6.0,0,rent,20179,9918,0,0.0,0,0,0.0,0,none,vehicle,0.389,66,0.241,1.1,0.091,0.2648,0.4929,1.4332,0.7352,6.9774,0.0,0.0277,0
self_employed,31,642,13500,96798,1,9.9,1,rent,7840,2418,50000,27.0,4868,6312,0.8,1,manufacturing,home,0.589,121,0.196,0.8,0.581,0.2401,0.5807,0.5975,0.7599,16.7359,0.2236,0.0974,0
salaried,33,636,38971,482947,1,6.9,1,rent,21704,2042,0,0.0,0,0,0.0,0,none,home,0.615,89,0.392,9.1,0.141,0.3907,0.5569,1.0327,0.6093,9.6833,0.0,0.0468,0
salaried,21,752,20038,178201,1,1.0,1,owned,9483,2488,0,0.0,0,0,0.0,0,none,home,0.532,7,0.423,1.0,0.082,0.4026,0.4733,0.7411,0.5974,13.4935,0.0,0.0,0
salaried,25,618,43395,1057393,0,2.3,1,rent,31560,9756,0,0.0,0,0,0.0,0,none,personal,0.522,23,0.054,3.3,0.211,0.0479,0.7273,2.0306,0.9521,4.9248,0.0,0.1362,0
salaried,21,587,61550,406729,0,1.0,2,rent,34391,6477,0,0.0,0,0,0.0,0,none,personal,0.63,17,0.331,1.0,0.076,0.336,0.5587,0.5507,0.664,18.1595,0.0,0.1425,0
self_employed,21,722,16865,218085,3,1.0,5,rent,10578,870,79550,21.2,8746,20736,2.5,1,manufacturing,home,0.407,11,0.243,2.5,0.541,0.3212,0.6272,1.0776,0.6788,9.2799,0.3706,0.1099,1
salaried,35,549,47358,292887,0,1.3,9,owned,28735,11452,0,0.0,0,0,0.0,0,none,business,0.853,13,0.169,3.9,0.192,0.1514,0.6068,0.5154,0.8486,19.4033,0.0,0.0,0
salaried,22,718,105682,1266036,0,2.0,1,rent,66034,8155,0,0.0,0,0,0.0,0,none,education,0.223,25,0.241,2.0,0.291,0.298,0.6248,0.9983,0.702,10.017,0.0,0.0218,0
salaried,33,689,37263,636031,1,13.0,0,owned,22105,8903,0,0.0,0,0,0.0,0,none,personal,0.62,150,0.261,3.5,0.035,0.1679,0.5932,1.4224,0.8321,7.0304,0.0,0.0,0
